From,To,Hour,Fuel,Value,Technology
DK,FR,62,H2,-0.0,Import
DK,NO,62,H2,-0.0,Import
DK,DK,62,H2,0.0,Import
DK,UK,62,H2,-0.0,Import
UK,DE,62,H2,0.0,Import
UK,FR,62,H2,0.0,Import
UK,NO,62,H2,0.0,Import
UK,DK,62,H2,0.0,Import
UK,UK,62,H2,0.0,Import
DE,DE,63,H2,0.0,Import
DE,FR,63,H2,0.0,Import
DE,NO,63,H2,0.0,Import
DE,DK,63,H2,0.0,Import
DE,UK,63,H2,0.0,Import
FR,DE,63,H2,0.0,Import
FR,FR,63,H2,0.0,Import
FR,NO,63,H2,0.0,Import
FR,DK,63,H2,0.0,Import
FR,UK,63,H2,0.0,Import
NO,DE,63,H2,0.0,Import
NO,FR,63,H2,0.0,Import
NO,NO,63,H2,0.0,Import
NO,DK,63,H2,0.0,Import
NO,UK,63,H2,0.0,Import
DK,DE,63,H2,-0.0,Import
DK,FR,63,H2,-0.0,Import
DK,NO,63,H2,-0.0,Import
DK,DK,63,H2,0.0,Import
DK,UK,63,H2,-0.0,Import
UK,DE,63,H2,0.0,Import
UK,FR,63,H2,0.0,Import
UK,NO,63,H2,0.0,Import
UK,DK,63,H2,0.0,Import
UK,UK,63,H2,0.0,Import
DE,DE,64,H2,0.0,Import
DE,FR,64,H2,0.0,Import
DE,NO,64,H2,0.0,Import
DE,DK,64,H2,0.0,Import
DE,UK,64,H2,0.0,Import
FR,DE,64,H2,0.0,Import
FR,FR,64,H2,0.0,Import
FR,NO,64,H2,0.0,Import
FR,DK,64,H2,0.0,Import
FR,UK,64,H2,0.0,Import
NO,DE,64,H2,0.0,Import
NO,FR,64,H2,0.0,Import
NO,NO,64,H2,0.0,Import
NO,DK,64,H2,0.0,Import
NO,UK,64,H2,0.0,Import
DK,DE,64,H2,-0.0,Import
DK,FR,64,H2,-0.0,Import
DK,NO,64,H2,-0.0,Import
DK,DK,64,H2,0.0,Import
DK,UK,64,H2,-0.0,Import
UK,DE,64,H2,0.0,Import
UK,FR,64,H2,0.0,Import
UK,NO,64,H2,0.0,Import
UK,DK,64,H2,0.0,Import
UK,UK,64,H2,0.0,Import
DE,DE,65,H2,0.0,Import
DE,FR,65,H2,0.0,Import
DE,NO,65,H2,0.0,Import
DE,DK,65,H2,0.0,Import
DE,UK,65,H2,0.0,Import
FR,DE,65,H2,0.0,Import
FR,FR,65,H2,0.0,Import
FR,NO,65,H2,0.0,Import
FR,DK,65,H2,0.0,Import
FR,UK,65,H2,0.0,Import
NO,DE,65,H2,0.0,Import
NO,FR,65,H2,0.0,Import
NO,NO,65,H2,0.0,Import
NO,DK,65,H2,0.0,Import
NO,UK,65,H2,0.0,Import
DK,DE,65,H2,-0.0,Import
DK,FR,65,H2,-0.0,Import
DK,NO,65,H2,-0.0,Import
DK,DK,65,H2,0.0,Import
DK,UK,65,H2,-0.0,Import
UK,DE,65,H2,0.0,Import
UK,FR,65,H2,0.0,Import
UK,NO,65,H2,0.0,Import
UK,DK,65,H2,0.0,Import
UK,UK,65,H2,0.0,Import
DE,DE,66,H2,0.0,Import
DE,FR,66,H2,0.0,Import
DE,NO,66,H2,0.0,Import
DE,DK,66,H2,0.0,Import
DE,UK,66,H2,0.0,Import
FR,DE,66,H2,0.0,Import
FR,FR,66,H2,0.0,Import
FR,NO,66,H2,0.0,Import
FR,DK,66,H2,0.0,Import
FR,UK,66,H2,0.0,Import
NO,DE,66,H2,0.0,Import
NO,FR,66,H2,0.0,Import
NO,NO,66,H2,0.0,Import
NO,DK,66,H2,0.0,Import
NO,UK,66,H2,0.0,Import
DK,DE,66,H2,-0.0,Import
DK,FR,66,H2,-0.0,Import
DK,NO,66,H2,-0.0,Import
DK,DK,66,H2,0.0,Import
DK,UK,66,H2,-0.0,Import
UK,DE,66,H2,0.0,Import
UK,FR,66,H2,0.0,Import
UK,NO,66,H2,0.0,Import
UK,DK,66,H2,0.0,Import
UK,UK,66,H2,0.0,Import
DE,DE,67,H2,0.0,Import
DE,FR,67,H2,0.0,Import
DE,NO,67,H2,0.0,Import
DE,DK,67,H2,0.0,Import
DE,UK,67,H2,0.0,Import
FR,DE,67,H2,0.0,Import
FR,FR,67,H2,0.0,Import
FR,NO,67,H2,0.0,Import
FR,DK,67,H2,0.0,Import
FR,UK,67,H2,0.0,Import
NO,DE,67,H2,0.0,Import
NO,FR,67,H2,0.0,Import
NO,NO,67,H2,0.0,Import
NO,DK,67,H2,0.0,Import
NO,UK,67,H2,0.0,Import
DK,DE,67,H2,-0.0,Import
DK,FR,67,H2,-0.0,Import
DK,NO,67,H2,-0.0,Import
DK,DK,67,H2,0.0,Import
DK,UK,67,H2,-0.0,Import
UK,DE,67,H2,0.0,Import
UK,FR,67,H2,0.0,Import
UK,NO,67,H2,0.0,Import
UK,DK,67,H2,0.0,Import
UK,UK,67,H2,0.0,Import
DE,DE,68,H2,0.0,Import
DE,FR,68,H2,0.0,Import
DE,NO,68,H2,0.0,Import
DE,DK,68,H2,0.0,Import
DE,UK,68,H2,0.0,Import
FR,DE,68,H2,0.0,Import
FR,FR,68,H2,0.0,Import
FR,NO,68,H2,0.0,Import
FR,DK,68,H2,0.0,Import
FR,UK,68,H2,0.0,Import
NO,DE,68,H2,0.0,Import
NO,FR,68,H2,0.0,Import
NO,NO,68,H2,0.0,Import
NO,DK,68,H2,0.0,Import
NO,UK,68,H2,0.0,Import
DK,DE,68,H2,-0.0,Import
DK,FR,68,H2,-0.0,Import
DK,NO,68,H2,-0.0,Import
DK,DK,68,H2,0.0,Import
DK,UK,68,H2,-0.0,Import
UK,DE,68,H2,0.0,Import
UK,FR,68,H2,0.0,Import
UK,NO,68,H2,0.0,Import
UK,DK,68,H2,0.0,Import
UK,UK,68,H2,0.0,Import
DE,DE,69,H2,0.0,Import
DE,FR,69,H2,0.0,Import
DE,NO,69,H2,0.0,Import
DE,DK,69,H2,0.0,Import
DE,UK,69,H2,0.0,Import
FR,DE,69,H2,0.0,Import
FR,FR,69,H2,0.0,Import
FR,NO,69,H2,0.0,Import
FR,DK,69,H2,0.0,Import
FR,UK,69,H2,0.0,Import
NO,DE,69,H2,0.0,Import
NO,FR,69,H2,0.0,Import
NO,NO,69,H2,0.0,Import
NO,DK,69,H2,0.0,Import
NO,UK,69,H2,0.0,Import
DK,DE,69,H2,-0.0,Import
DK,FR,69,H2,-0.0,Import
DK,NO,69,H2,-0.0,Import
DK,DK,69,H2,0.0,Import
DK,UK,69,H2,-0.0,Import
UK,DE,69,H2,0.0,Import
UK,FR,69,H2,0.0,Import
UK,NO,69,H2,0.0,Import
UK,DK,69,H2,0.0,Import
UK,UK,69,H2,0.0,Import
DE,DE,70,H2,0.0,Import
DE,FR,70,H2,0.0,Import
DE,NO,70,H2,0.0,Import
DE,DK,70,H2,0.0,Import
DE,UK,70,H2,0.0,Import
FR,DE,70,H2,0.0,Import
FR,FR,70,H2,0.0,Import
FR,NO,70,H2,0.0,Import
FR,DK,70,H2,0.0,Import
FR,UK,70,H2,0.0,Import
NO,DE,70,H2,0.0,Import
NO,FR,70,H2,0.0,Import
NO,NO,70,H2,0.0,Import
NO,DK,70,H2,0.0,Import
NO,UK,70,H2,0.0,Import
DK,DE,70,H2,-0.0,Import
DK,FR,70,H2,-0.0,Import
DK,NO,70,H2,-0.0,Import
DK,DK,70,H2,0.0,Import
DK,UK,70,H2,-0.0,Import
UK,DE,70,H2,0.0,Import
UK,FR,70,H2,0.0,Import
UK,NO,70,H2,0.0,Import
UK,DK,70,H2,0.0,Import
UK,UK,70,H2,0.0,Import
DE,DE,71,H2,0.0,Import
DE,FR,71,H2,0.0,Import
DE,NO,71,H2,0.0,Import
DE,DK,71,H2,0.0,Import
DE,UK,71,H2,0.0,Import
FR,DE,71,H2,0.0,Import
FR,FR,71,H2,0.0,Import
FR,NO,71,H2,0.0,Import
FR,DK,71,H2,0.0,Import
FR,UK,71,H2,0.0,Import
NO,DE,71,H2,0.0,Import
NO,FR,71,H2,0.0,Import
NO,NO,71,H2,0.0,Import
NO,DK,71,H2,0.0,Import
NO,UK,71,H2,0.0,Import
DK,DE,71,H2,-0.0,Import
DK,FR,71,H2,-0.0,Import
DK,NO,71,H2,-0.0,Import
DK,DK,71,H2,0.0,Import
DK,UK,71,H2,-0.0,Import
UK,DE,71,H2,0.0,Import
UK,FR,71,H2,0.0,Import
UK,NO,71,H2,0.0,Import
UK,DK,71,H2,0.0,Import
UK,UK,71,H2,0.0,Import
DE,DE,72,H2,0.0,Import
DE,FR,72,H2,0.0,Import
DE,NO,72,H2,0.0,Import
DE,DK,72,H2,0.0,Import
DE,UK,72,H2,0.0,Import
FR,DE,72,H2,0.0,Import
FR,FR,72,H2,0.0,Import
FR,NO,72,H2,0.0,Import
FR,DK,72,H2,0.0,Import
FR,UK,72,H2,0.0,Import
NO,DE,72,H2,0.0,Import
NO,FR,72,H2,0.0,Import
NO,NO,72,H2,0.0,Import
NO,DK,72,H2,0.0,Import
NO,UK,72,H2,0.0,Import
DK,DE,72,H2,-0.0,Import
DK,FR,72,H2,-0.0,Import
DK,NO,72,H2,-0.0,Import
DK,DK,72,H2,0.0,Import
DK,UK,72,H2,-0.0,Import
UK,DE,72,H2,0.0,Import
UK,FR,72,H2,0.0,Import
UK,NO,72,H2,0.0,Import
UK,DK,72,H2,0.0,Import
UK,UK,72,H2,0.0,Import
DE,DE,73,H2,0.0,Import
DE,FR,73,H2,0.0,Import
DE,NO,73,H2,0.0,Import
DE,DK,73,H2,0.0,Import
DE,UK,73,H2,0.0,Import
FR,DE,73,H2,0.0,Import
FR,FR,73,H2,0.0,Import
FR,NO,73,H2,0.0,Import
FR,DK,73,H2,0.0,Import
FR,UK,73,H2,0.0,Import
NO,DE,73,H2,0.0,Import
NO,FR,73,H2,0.0,Import
NO,NO,73,H2,0.0,Import
NO,DK,73,H2,0.0,Import
NO,UK,73,H2,0.0,Import
DK,DE,73,H2,-0.0,Import
DK,FR,73,H2,-0.0,Import
DK,NO,73,H2,-0.0,Import
DK,DK,73,H2,0.0,Import
DK,UK,73,H2,-0.0,Import
UK,DE,73,H2,0.0,Import
UK,FR,73,H2,0.0,Import
UK,NO,73,H2,0.0,Import
UK,DK,73,H2,0.0,Import
UK,UK,73,H2,0.0,Import
DE,DE,74,H2,0.0,Import
DE,FR,74,H2,0.0,Import
DE,NO,74,H2,0.0,Import
DE,DK,74,H2,0.0,Import
DE,UK,74,H2,-0.0,Import
FR,DE,74,H2,0.0,Import
FR,FR,74,H2,0.0,Import
FR,NO,74,H2,0.0,Import
FR,DK,74,H2,0.0,Import
FR,UK,74,H2,-0.0,Import
NO,DE,74,H2,0.0,Import
NO,FR,74,H2,0.0,Import
NO,NO,74,H2,0.0,Import
NO,DK,74,H2,0.0,Import
NO,UK,74,H2,-0.0,Import
DK,DE,74,H2,-0.0,Import
DK,FR,74,H2,-0.0,Import
DK,NO,74,H2,-0.0,Import
DK,DK,74,H2,0.0,Import
DK,UK,74,H2,-0.0,Import
UK,DE,74,H2,0.0,Import
UK,FR,74,H2,0.0,Import
UK,NO,74,H2,0.0,Import
UK,DK,74,H2,0.0,Import
UK,UK,74,H2,0.0,Import
DE,DE,75,H2,0.0,Import
DE,FR,75,H2,0.0,Import
DE,NO,75,H2,-0.0,Import
DE,DK,75,H2,-0.0,Import
DE,UK,75,H2,0.0,Import
FR,DE,75,H2,-0.0,Import
FR,FR,75,H2,0.0,Import
FR,NO,75,H2,-0.0,Import
FR,DK,75,H2,-0.0,Import
FR,UK,75,H2,-0.0,Import
NO,DE,75,H2,0.0,Import
NO,FR,75,H2,0.0,Import
NO,NO,75,H2,0.0,Import
NO,DK,75,H2,0.0,Import
NO,UK,75,H2,0.0,Import
DK,DE,75,H2,0.0,Import
DK,FR,75,H2,0.0,Import
DK,NO,75,H2,-0.0,Import
DK,DK,75,H2,0.0,Import
DK,UK,75,H2,0.0,Import
UK,DE,75,H2,-0.0,Import
UK,FR,75,H2,0.0,Import
UK,NO,75,H2,-0.0,Import
UK,DK,75,H2,-0.0,Import
UK,UK,75,H2,0.0,Import
DE,DE,76,H2,0.0,Import
DE,FR,76,H2,0.0,Import
DE,NO,76,H2,-0.0,Import
DE,DK,76,H2,-0.0,Import
DE,UK,76,H2,0.0,Import
FR,DE,76,H2,-0.0,Import
FR,FR,76,H2,0.0,Import
FR,NO,76,H2,-0.0,Import
FR,DK,76,H2,-0.0,Import
FR,UK,76,H2,-0.0,Import
NO,DE,76,H2,0.0,Import
NO,FR,76,H2,0.0,Import
NO,NO,76,H2,0.0,Import
NO,DK,76,H2,0.0,Import
NO,UK,76,H2,0.0,Import
DK,DE,76,H2,0.0,Import
DK,FR,76,H2,0.0,Import
DK,NO,76,H2,-0.0,Import
DK,DK,76,H2,0.0,Import
DK,UK,76,H2,0.0,Import
UK,DE,76,H2,-0.0,Import
UK,FR,76,H2,0.0,Import
UK,NO,76,H2,-0.0,Import
UK,DK,76,H2,-0.0,Import
UK,UK,76,H2,0.0,Import
DE,DE,77,H2,0.0,Import
DE,FR,77,H2,0.0,Import
DE,NO,77,H2,-0.0,Import
DE,DK,77,H2,-0.0,Import
DE,UK,77,H2,0.0,Import
FR,DE,77,H2,-0.0,Import
FR,FR,77,H2,0.0,Import
FR,NO,77,H2,-0.0,Import
FR,DK,77,H2,-0.0,Import
FR,UK,77,H2,-0.0,Import
NO,DE,77,H2,0.0,Import
NO,FR,77,H2,0.0,Import
NO,NO,77,H2,0.0,Import
NO,DK,77,H2,0.0,Import
NO,UK,77,H2,0.0,Import
DK,DE,77,H2,0.0,Import
DK,FR,77,H2,0.0,Import
DK,NO,77,H2,-0.0,Import
DK,DK,77,H2,0.0,Import
DK,UK,77,H2,0.0,Import
UK,DE,77,H2,-0.0,Import
UK,FR,77,H2,0.0,Import
UK,NO,77,H2,-0.0,Import
UK,DK,77,H2,-0.0,Import
UK,UK,77,H2,0.0,Import
DE,DE,78,H2,0.0,Import
DE,FR,78,H2,0.0,Import
DE,NO,78,H2,-0.0,Import
DE,DK,78,H2,-0.0,Import
DE,UK,78,H2,0.0,Import
FR,DE,78,H2,-0.0,Import
FR,FR,78,H2,0.0,Import
FR,NO,78,H2,-0.0,Import
FR,DK,78,H2,-0.0,Import
FR,UK,78,H2,-0.0,Import
NO,DE,78,H2,0.0,Import
NO,FR,78,H2,0.0,Import
NO,NO,78,H2,0.0,Import
NO,DK,78,H2,0.0,Import
NO,UK,78,H2,0.0,Import
DK,DE,78,H2,0.0,Import
DK,FR,78,H2,0.0,Import
DK,NO,78,H2,-0.0,Import
DK,DK,78,H2,0.0,Import
DK,UK,78,H2,0.0,Import
UK,DE,78,H2,-0.0,Import
UK,FR,78,H2,0.0,Import
UK,NO,78,H2,-0.0,Import
UK,DK,78,H2,-0.0,Import
UK,UK,78,H2,0.0,Import
DE,DE,79,H2,0.0,Import
DE,FR,79,H2,0.0,Import
DE,NO,79,H2,-0.0,Import
DE,DK,79,H2,-0.0,Import
DE,UK,79,H2,0.0,Import
FR,DE,79,H2,-0.0,Import
FR,FR,79,H2,0.0,Import
FR,NO,79,H2,-0.0,Import
FR,DK,79,H2,-0.0,Import
FR,UK,79,H2,-0.0,Import
NO,DE,79,H2,0.0,Import
NO,FR,79,H2,0.0,Import
NO,NO,79,H2,0.0,Import
NO,DK,79,H2,0.0,Import
NO,UK,79,H2,0.0,Import
DK,DE,79,H2,0.0,Import
DK,FR,79,H2,0.0,Import
DK,NO,79,H2,-0.0,Import
DK,DK,79,H2,0.0,Import
DK,UK,79,H2,0.0,Import
UK,DE,79,H2,-0.0,Import
UK,FR,79,H2,0.0,Import
UK,NO,79,H2,-0.0,Import
UK,DK,79,H2,-0.0,Import
UK,UK,79,H2,0.0,Import
DE,DE,80,H2,0.0,Import
DE,FR,80,H2,0.0,Import
DE,NO,80,H2,-0.0,Import
DE,DK,80,H2,-0.0,Import
DE,UK,80,H2,0.0,Import
FR,DE,80,H2,-0.0,Import
FR,FR,80,H2,0.0,Import
FR,NO,80,H2,-0.0,Import
FR,DK,80,H2,-0.0,Import
FR,UK,80,H2,-0.0,Import
NO,DE,80,H2,0.0,Import
NO,FR,80,H2,0.0,Import
NO,NO,80,H2,0.0,Import
NO,DK,80,H2,0.0,Import
NO,UK,80,H2,0.0,Import
DK,DE,80,H2,0.0,Import
DK,FR,80,H2,0.0,Import
DK,NO,80,H2,-0.0,Import
DK,DK,80,H2,0.0,Import
DK,UK,80,H2,0.0,Import
UK,DE,80,H2,-0.0,Import
UK,FR,80,H2,0.0,Import
UK,NO,80,H2,-0.0,Import
UK,DK,80,H2,-0.0,Import
UK,UK,80,H2,0.0,Import
DE,DE,81,H2,0.0,Import
DE,FR,81,H2,0.0,Import
DE,NO,81,H2,-0.0,Import
DE,DK,81,H2,-0.0,Import
DE,UK,81,H2,0.0,Import
FR,DE,81,H2,-0.0,Import
FR,FR,81,H2,0.0,Import
FR,NO,81,H2,-0.0,Import
FR,DK,81,H2,-0.0,Import
FR,UK,81,H2,-0.0,Import
NO,DE,81,H2,0.0,Import
NO,FR,81,H2,0.0,Import
NO,NO,81,H2,0.0,Import
NO,DK,81,H2,0.0,Import
NO,UK,81,H2,0.0,Import
DK,DE,81,H2,0.0,Import
DK,FR,81,H2,0.0,Import
DK,NO,81,H2,-0.0,Import
DK,DK,81,H2,0.0,Import
DK,UK,81,H2,0.0,Import
UK,DE,81,H2,-0.0,Import
UK,FR,81,H2,0.0,Import
UK,NO,81,H2,-0.0,Import
UK,DK,81,H2,-0.0,Import
UK,UK,81,H2,0.0,Import
DE,DE,82,H2,0.0,Import
DE,FR,82,H2,0.0,Import
DE,NO,82,H2,0.0,Import
DE,DK,82,H2,0.0,Import
DE,UK,82,H2,0.0,Import
FR,DE,82,H2,-0.0,Import
FR,FR,82,H2,0.0,Import
FR,NO,82,H2,-0.0,Import
FR,DK,82,H2,-0.0,Import
FR,UK,82,H2,0.0,Import
NO,DE,82,H2,-0.0,Import
NO,FR,82,H2,0.0,Import
NO,NO,82,H2,0.0,Import
NO,DK,82,H2,0.0,Import
NO,UK,82,H2,0.0,Import
DK,DE,82,H2,-0.0,Import
DK,FR,82,H2,0.0,Import
DK,NO,82,H2,-0.0,Import
DK,DK,82,H2,0.0,Import
DK,UK,82,H2,0.0,Import
UK,DE,82,H2,-0.0,Import
UK,FR,82,H2,-0.0,Import
UK,NO,82,H2,-0.0,Import
UK,DK,82,H2,-0.0,Import
UK,UK,82,H2,0.0,Import
DE,DE,83,H2,0.0,Import
DE,FR,83,H2,0.0,Import
DE,NO,83,H2,0.0,Import
DE,DK,83,H2,0.0,Import
DE,UK,83,H2,0.0,Import
FR,DE,83,H2,0.0,Import
FR,FR,83,H2,0.0,Import
FR,NO,83,H2,0.0,Import
FR,DK,83,H2,0.0,Import
FR,UK,83,H2,0.0,Import
NO,DE,83,H2,0.0,Import
NO,FR,83,H2,0.0,Import
NO,NO,83,H2,0.0,Import
NO,DK,83,H2,0.0,Import
NO,UK,83,H2,0.0,Import
DK,DE,83,H2,-0.0,Import
DK,FR,83,H2,-0.0,Import
DK,NO,83,H2,-0.0,Import
DK,DK,83,H2,0.0,Import
DK,UK,83,H2,0.0,Import
UK,DE,83,H2,-0.0,Import
UK,FR,83,H2,-0.0,Import
UK,NO,83,H2,-0.0,Import
UK,DK,83,H2,-0.0,Import
UK,UK,83,H2,0.0,Import
DE,DE,84,H2,0.0,Import
DE,FR,84,H2,0.0,Import
DE,NO,84,H2,0.0,Import
DE,DK,84,H2,0.0,Import
DE,UK,84,H2,0.0,Import
FR,DE,84,H2,0.0,Import
FR,FR,84,H2,0.0,Import
FR,NO,84,H2,0.0,Import
FR,DK,84,H2,0.0,Import
FR,UK,84,H2,0.0,Import
NO,DE,84,H2,0.0,Import
NO,FR,84,H2,0.0,Import
NO,NO,84,H2,0.0,Import
NO,DK,84,H2,0.0,Import
NO,UK,84,H2,0.0,Import
DK,DE,84,H2,-0.0,Import
DK,FR,84,H2,-0.0,Import
DK,NO,84,H2,-0.0,Import
DK,DK,84,H2,0.0,Import
DK,UK,84,H2,0.0,Import
UK,DE,84,H2,-0.0,Import
UK,FR,84,H2,-0.0,Import
UK,NO,84,H2,-0.0,Import
UK,DK,84,H2,0.0,Import
UK,UK,84,H2,0.0,Import
DE,DE,85,H2,0.0,Import
DE,FR,85,H2,0.0,Import
DE,NO,85,H2,0.0,Import
DE,DK,85,H2,0.0,Import
DE,UK,85,H2,0.0,Import
FR,DE,85,H2,0.0,Import
FR,FR,85,H2,0.0,Import
FR,NO,85,H2,0.0,Import
FR,DK,85,H2,0.0,Import
FR,UK,85,H2,0.0,Import
NO,DE,85,H2,0.0,Import
NO,FR,85,H2,0.0,Import
NO,NO,85,H2,0.0,Import
NO,DK,85,H2,0.0,Import
NO,UK,85,H2,0.0,Import
DK,DE,85,H2,-0.0,Import
DK,FR,85,H2,-0.0,Import
DK,NO,85,H2,-0.0,Import
DK,DK,85,H2,0.0,Import
DK,UK,85,H2,0.0,Import
UK,DE,85,H2,-0.0,Import
UK,FR,85,H2,-0.0,Import
UK,NO,85,H2,-0.0,Import
UK,DK,85,H2,0.0,Import
UK,UK,85,H2,0.0,Import
DE,DE,86,H2,0.0,Import
DE,FR,86,H2,0.0,Import
DE,NO,86,H2,0.0,Import
DE,DK,86,H2,0.0,Import
DE,UK,86,H2,0.0,Import
FR,DE,86,H2,0.0,Import
FR,FR,86,H2,0.0,Import
FR,NO,86,H2,0.0,Import
FR,DK,86,H2,0.0,Import
FR,UK,86,H2,0.0,Import
NO,DE,86,H2,0.0,Import
NO,FR,86,H2,0.0,Import
NO,NO,86,H2,0.0,Import
NO,DK,86,H2,0.0,Import
NO,UK,86,H2,0.0,Import
DK,DE,86,H2,-0.0,Import
DK,FR,86,H2,-0.0,Import
DK,NO,86,H2,-0.0,Import
DK,DK,86,H2,0.0,Import
DK,UK,86,H2,0.0,Import
UK,DE,86,H2,-0.0,Import
UK,FR,86,H2,-0.0,Import
UK,NO,86,H2,-0.0,Import
UK,DK,86,H2,0.0,Import
UK,UK,86,H2,0.0,Import
DE,DE,87,H2,0.0,Import
DE,FR,87,H2,0.0,Import
DE,NO,87,H2,0.0,Import
DE,DK,87,H2,0.0,Import
DE,UK,87,H2,0.0,Import
FR,DE,87,H2,0.0,Import
FR,FR,87,H2,0.0,Import
FR,NO,87,H2,0.0,Import
FR,DK,87,H2,0.0,Import
FR,UK,87,H2,0.0,Import
NO,DE,87,H2,0.0,Import
NO,FR,87,H2,0.0,Import
NO,NO,87,H2,0.0,Import
NO,DK,87,H2,0.0,Import
NO,UK,87,H2,0.0,Import
DK,DE,87,H2,-0.0,Import
DK,FR,87,H2,-0.0,Import
DK,NO,87,H2,-0.0,Import
DK,DK,87,H2,0.0,Import
DK,UK,87,H2,0.0,Import
UK,DE,87,H2,-0.0,Import
UK,FR,87,H2,-0.0,Import
UK,NO,87,H2,-0.0,Import
UK,DK,87,H2,0.0,Import
UK,UK,87,H2,0.0,Import
DE,DE,88,H2,0.0,Import
DE,FR,88,H2,0.0,Import
DE,NO,88,H2,0.0,Import
DE,DK,88,H2,0.0,Import
DE,UK,88,H2,0.0,Import
FR,DE,88,H2,0.0,Import
FR,FR,88,H2,0.0,Import
FR,NO,88,H2,0.0,Import
FR,DK,88,H2,0.0,Import
FR,UK,88,H2,0.0,Import
NO,DE,88,H2,0.0,Import
NO,FR,88,H2,0.0,Import
NO,NO,88,H2,0.0,Import
NO,DK,88,H2,0.0,Import
NO,UK,88,H2,0.0,Import
DK,DE,88,H2,-0.0,Import
DK,FR,88,H2,-0.0,Import
DK,NO,88,H2,-0.0,Import
DK,DK,88,H2,0.0,Import
DK,UK,88,H2,0.0,Import
UK,DE,88,H2,-0.0,Import
UK,FR,88,H2,-0.0,Import
UK,NO,88,H2,-0.0,Import
UK,DK,88,H2,0.0,Import
UK,UK,88,H2,0.0,Import
DE,DE,89,H2,0.0,Import
DE,FR,89,H2,0.0,Import
DE,NO,89,H2,0.0,Import
DE,DK,89,H2,0.0,Import
DE,UK,89,H2,0.0,Import
FR,DE,89,H2,0.0,Import
FR,FR,89,H2,0.0,Import
FR,NO,89,H2,0.0,Import
FR,DK,89,H2,0.0,Import
FR,UK,89,H2,0.0,Import
NO,DE,89,H2,0.0,Import
NO,FR,89,H2,0.0,Import
NO,NO,89,H2,0.0,Import
NO,DK,89,H2,0.0,Import
NO,UK,89,H2,0.0,Import
DK,DE,89,H2,-0.0,Import
DK,FR,89,H2,-0.0,Import
DK,NO,89,H2,-0.0,Import
DK,DK,89,H2,0.0,Import
DK,UK,89,H2,-0.0,Import
UK,DE,89,H2,0.0,Import
UK,FR,89,H2,0.0,Import
UK,NO,89,H2,0.0,Import
UK,DK,89,H2,0.0,Import
UK,UK,89,H2,0.0,Import
DE,DE,90,H2,0.0,Import
DE,FR,90,H2,0.0,Import
DE,NO,90,H2,0.0,Import
DE,DK,90,H2,0.0,Import
DE,UK,90,H2,0.0,Import
FR,DE,90,H2,0.0,Import
FR,FR,90,H2,0.0,Import
FR,NO,90,H2,0.0,Import
FR,DK,90,H2,0.0,Import
FR,UK,90,H2,0.0,Import
NO,DE,90,H2,0.0,Import
NO,FR,90,H2,0.0,Import
NO,NO,90,H2,0.0,Import
NO,DK,90,H2,0.0,Import
NO,UK,90,H2,0.0,Import
DK,DE,90,H2,-0.0,Import
DK,FR,90,H2,-0.0,Import
DK,NO,90,H2,-0.0,Import
DK,DK,90,H2,0.0,Import
DK,UK,90,H2,0.0,Import
UK,DE,90,H2,-0.0,Import
UK,FR,90,H2,-0.0,Import
UK,NO,90,H2,-0.0,Import
UK,DK,90,H2,0.0,Import
UK,UK,90,H2,0.0,Import
DE,DE,91,H2,0.0,Import
DE,FR,91,H2,0.0,Import
DE,NO,91,H2,0.0,Import
DE,DK,91,H2,0.0,Import
DE,UK,91,H2,0.0,Import
FR,DE,91,H2,0.0,Import
FR,FR,91,H2,0.0,Import
FR,NO,91,H2,0.0,Import
FR,DK,91,H2,0.0,Import
FR,UK,91,H2,0.0,Import
NO,DE,91,H2,0.0,Import
NO,FR,91,H2,0.0,Import
NO,NO,91,H2,0.0,Import
NO,DK,91,H2,0.0,Import
NO,UK,91,H2,0.0,Import
DK,DE,91,H2,-0.0,Import
DK,FR,91,H2,-0.0,Import
DK,NO,91,H2,-0.0,Import
DK,DK,91,H2,0.0,Import
DK,UK,91,H2,0.0,Import
UK,DE,91,H2,-0.0,Import
UK,FR,91,H2,-0.0,Import
UK,NO,91,H2,-0.0,Import
UK,DK,91,H2,0.0,Import
UK,UK,91,H2,0.0,Import
DE,DE,92,H2,0.0,Import
DE,FR,92,H2,0.0,Import
DE,NO,92,H2,0.0,Import
DE,DK,92,H2,0.0,Import
DE,UK,92,H2,0.0,Import
FR,DE,92,H2,0.0,Import
FR,FR,92,H2,0.0,Import
FR,NO,92,H2,0.0,Import
FR,DK,92,H2,0.0,Import
FR,UK,92,H2,0.0,Import
NO,DE,92,H2,0.0,Import
NO,FR,92,H2,0.0,Import
NO,NO,92,H2,0.0,Import
NO,DK,92,H2,0.0,Import
NO,UK,92,H2,0.0,Import
DK,DE,92,H2,-0.0,Import
DK,FR,92,H2,-0.0,Import
DK,NO,92,H2,-0.0,Import
DK,DK,92,H2,0.0,Import
DK,UK,92,H2,0.0,Import
UK,DE,92,H2,-0.0,Import
UK,FR,92,H2,-0.0,Import
UK,NO,92,H2,-0.0,Import
UK,DK,92,H2,0.0,Import
UK,UK,92,H2,0.0,Import
DE,DE,93,H2,0.0,Import
DE,FR,93,H2,0.0,Import
DE,NO,93,H2,0.0,Import
DE,DK,93,H2,0.0,Import
DE,UK,93,H2,0.0,Import
FR,DE,93,H2,0.0,Import
